% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=550052, Sun Dec 15 14:14:29 2019
1 12 0.9338449802450034 1.000047501128143 1.0 1.0 1.000002500003125 1.0000050000125 1.000007500028125 1.00001000005 1.0000125000781253 1.0000150001125006 1.000017500153126 1.0000200002000015 1.000022500253127 1.0000250003125026 1.0000275003781285 1.0000300004500045 1.0000325005281308 1.0000350006125072 1.0000375007031337 1.0000400008000108 1.0000425009031377 1.0000450010125153 1.000047501128143
2 24 0.9189378236066371 1.0439851047612614 0.9524061272315146 0.9524061272315146 0.9730140311126032 0.9823860068458229 0.9834750262012795 0.9893028714338633 0.9974463133354984 1.000007728967911 1.0000115120549118 1.0000188778092771 1.0000227634261447 1.0000257366458156 1.0000350884642013 1.0000360084799507 1.0000405517092406 1.0006187753307598 1.0014964711972982 1.0054650877377778 1.0128623744504233 1.0274101247324503 1.0439851047612614
3 36 0.9385859147042817 1.0772129531085932 0.942911105605661 0.942911105605661 0.9501155122913799 0.9686786701104401 0.9803463748205783 0.9823970003508716 0.9872442090778166 0.9901120552056079 0.9934907970845956 0.9948687370986882 0.9983140686610834 0.9993152623750164 1.0004745065489515 1.0010712702155773 1.0017339053477168 1.003543199213399 1.0090884594758196 1.0123492306070057 1.0260176375756722 1.032005427293151 1.0772129531085932
4 48 0.9873500345129943 1.1162960968608744 0.9191181546170962 0.9191181546170962 0.9463369926874666 0.9544144511356463 0.9673575742958244 0.9790450487177275 0.9815641959791037 0.9823597286147882 0.9909352044404414 0.9932497779823771 0.994741886984942 0.9991879334429682 0.9998185300563663 1.003632766535025 1.0046788419544026 1.009985540211808 1.016564333559586 1.0176401317326613 1.0276146754903575 1.028959217430505 1.1162960968608744
5 60 1.0159952759719881 1.1699428418899918 0.9056317948506654 0.9056317948506654 0.9329455036934383 0.9383911703113753 0.9627102154170418 0.9717327608072484 0.9800837098371699 0.9837182297153918 0.9872787152149941 0.9914772869010147 0.9941236505802087 0.9960627551345832 0.9978355123317271 1.0026284805811618 1.0090228311343177 1.01196424189061 1.0144988149787633 1.0231361789417799 1.0354694854063637 1.0568882934331465 1.1699428418899918
6 72 1.063332744410775 1.201565066367177 0.8974787100713445 0.8974787100713445 0.9240202622017828 0.9406827565575843 0.9533637468273345 0.9605590242693831 0.9704848642916767 0.9784318478311445 0.9863477462333557 0.9896757682940217 0.9908588645121819 0.9985762414983257 1.000765035192955 1.0051696972252502 1.0084011006533016 1.0147346845181304 1.0281219955447578 1.030517650940033 1.0487287832292151 1.083700844317592 1.201565066367177
7 84 1.1216393289550268 1.2448101121852022 0.8818727220523849 0.8818727220523849 0.924896541184046 0.9318849585968142 0.9385093557437073 0.9559968836512546 0.9698295570821428 0.9728668863985068 0.9796316250099154 0.9827121114592088 0.991571392308629 0.9989888364397324 1.0045180804379503 1.0084108353942902 1.013102685551846 1.02789681910447 1.0295562166312806 1.032428851975856 1.054853748610844 1.086293228985502 1.2448101121852022
8 96 1.2242288257416951 1.2938596186243299 0.8869278345881719 0.8869278345881719 0.90437620821356 0.924519874849439 0.9290969958944997 0.954500448143141 0.9612256272917421 0.9713825391052829 0.9805105507461781 0.9811039407353467 0.9875466769361876 0.9946052035711133 1.00640302658493 1.0088455483832421 1.0143036787843434 1.0240849701801034 1.0331180589450855 1.0338341458407716 1.0695654736152158 1.0842826639454273 1.2938596186243299
9 108 1.3493804801107592 1.3336631318888097 0.8859975498677173 0.8859975498677173 0.8989412761948598 0.916625639743859 0.9330536208178397 0.9412335770697199 0.9570707878472315 0.9718831187880462 0.9751947598941857 0.9795080328792819 0.9841741452011538 0.9946249094533753 1.004475780765366 1.0094024630481384 1.0206212101846162 1.0306791859510942 1.0323258811329141 1.0377061888187709 1.0717828329063757 1.0859609099708618 1.3336631318888097
10 120 1.5123179414210421 1.3667818330369985 0.8865594208583129 0.8865594208583129 0.8945764667670407 0.9122900558751532 0.9307668461785984 0.9416847045667426 0.9485695710282604 0.9600824941014534 0.9727456385110193 0.9787928984870925 0.9862778236238013 0.9921512781219262 0.9999068020342949 1.0137489178109842 1.018398863928743 1.0285549974941322 1.0350521522276575 1.0425354166486 1.0741834843506277 1.0848541150161615 1.3667818330369985
